Session_ID,Station_ID,Station_Name,City,State,Location_Type,Charger_ID,Charger_Type,Connector_Type,Power_Rating_kW,Vehicle_Type,Vehicle_Model,Session_Start,Session_End,Charging_Duration_Min,Energy_Delivered_kWh,Idle_Duration_Min,Session_Status,Start_SOC_Percent,End_SOC_Percent,Charging_Cost,Price_per_kWh,Payment_Method,Customer_Type,Peak_Hour_Flag,Day_Type,Month,Year,Weather_Condition,Temperature_C
SESS000146,STN0063,Noida Power Station,Noida,Uttar Pradesh,Parking,CHG00807,ac,GB/T,3.3,3-Wheeler,Hyundai Kona,2025-02-09 23:50:41,2025-02-10 01:08:41,78.0,18.62,0.0,Failed,,69.7,379.48,20.38,App,,Y,Holiday,February,2025,Cloudy,30.6
SESS001598,STN0232,Noida Charge Point,NOIDA,Uttar Pradesh,highway,CHG00002,ac,Type 2,22.0,2-Wheeler,MG ZS EV,2021-07-17 03:11:24,17-07-2021 03:32:24,21.0,4.13,,COMPLETED,29.2,150.0,46.67,11.3,Card,Individual,,Holiday,July,2021,Rainy,30.5
SESS001313,STN0020,Delhi Fast Charge Center,Delhi,Delhi,Mall,CHG00865,DC Ultra Fast,GB/T,150.0,SUV,Hyundai Kona,18-11-2024 17:08:44,18-11-2024 18:01:44,53.0,9.71,,COMPLETED,,,116.13,11.96,App,,Yes,Holiday,November,2024,,24.2
SESS001388,STN0185,Surat Power Station,Surat,Gujarat,Parking,CHG00142,,GB/T,30.0,SUV,Ather 450X,21/10/2022 19:41,2022-10-21 20:09:56,28.0,40.17,10.0,Failed,,,337.43,8.4,upi,Individual,N,Holiday,October,2022,Sunny,25.4
SESS001168,STN0178,Delhi Fast Charge Center,Delhi,Delhi,Office,CHG00315,ac,ccs2,30.0,,Hyundai Kona,22-05-2021 03:58:14,2021-05-22 04:10:14,12.0,21.57,,completed,15.7,,357.41,16.57,,Commercial,Y,Holiday,May,2021,Cloudy,29.6
SESS000457,STN0238,Kolkata Fast Charge Center,Kolkata,WEST BENGAL,Residential,CHG00010,DC Ultra Fast,Type 2,30.0,Car,Ather 450X,2024-09-28 04:36:37,28-09-2024 05:15:37,39.0,43.77,,COMPLETED,105.0,150.0,809.31,18.49,Card,Individual,yes,Holiday,September,2024,Cloudy,34.7
SESS000204,STN0073,Bhopal Power Station,Bhopal,Madhya Pradesh,Highway,CHG00154,DC fast,GB/T,120.0,,Kia EV6,12/09/2024 22:00,12-09-2024 23:02:39,62.0,22.02,0.0,completed,28.9,150.0,216.9,9.85,upi,Fleet,yes,Weekend,September,2024,Cloudy,20.0
SESS001940,STN0163,Gurugram Fast Charge Center,Gurugram,Haryana,Parking,CHG00324,DC Fast,Type 2,7.2,Bus,,2023-01-30 01:33:08,2023-01-30 02:27:08,54.0,23.76,0.0,Failed,-5.0,69.1,233.32,9.82,Wallet,Individual,Y,Weekday,January,2023,,19.6
SESS001995,STN0026,Hyderabad Fast Charge Center,Hyderabad,Telangana,Highway,CHG00538,DC Fast,Type 2,30.0,2 Wheeler,Ola S1 Pro,05/04/2022 16:48,2022-04-05 17:09:05,21.0,1.6,,completed,-5.0,78.1,22.86,14.29,Wallet,,N,Weekday,April,2022,,38.0
SESS000024,STN0075,hyderabad Fast Charge Center,hyderabad,Telangana,Office,CHG00428,,CCS,30.0,,Ather 450X,22-03-2023 01:34:09,22-03-2023 01:35:09,1.0,13.21,,Failed,-5.0,,241.21,18.26,UPI,Individual,yes,Weekend,March,2023,Cloudy,21.5
SESS000208,STN0025,Lucknow EV Hub,Lucknow,Uttar Pradesh,Office,CHG00320,AC,CHAdeMO,,SUV,Hyundai Kona,26/05/2022 23:25,2022-05-26 23:27:37,2.0,,9.0,COMPLETED,105.0,,64.87,10.12,Wallet,,,Weekend,May,2022,Sunny,24.5
SESS000850,STN0140,Pune Charge Point,Pune,Maharashtra,highway,CHG00180,ac,CHAdeMO,7.2,SUV,Ola S1 Pro,2024-06-22 13:37:45,2024-06-22 14:46:45,69.0,10.93,,completed,14.5,4.5,220.46,,Wallet,,No,Weekday,June,2024,Sunny,15.4
SESS000872,STN0173,Pune Power Station,Pune,Maharashtra,Office,CHG00402,DC Fast,CCS,50.0,SUV,,03-01-2022 01:43:48,03-01-2022 02:24:48,41.0,0.1,,Completed,-5.0,150.0,,14.58,upi,Fleet,No,Holiday,January,2022,Foggy,29.1
SESS001994,STN0205,Hyderabad EV Hub,HYDERABAD,Telangana,Parking,CHG00871,DC Ultra Fast,ccs2,120.0,SUV,Bajaj Chetak,08/01/2024 14:43,08/01/2024 15:27,44.0,28.6,19.0,Completed,-5.0,150.0,558.27,19.52,Cash,,No,Holiday,January,2024,,35.7
SESS001449,STN0136,Jaipur Charge Point,Jaipur,Rajasthan,Office,CHG00364,DC Ultra Fast,ccs2,,2 Wheeler,BYD Atto 3,2023-07-19 04:17:30,2023-07-19 04:55:30,38.0,4.45,0.0,completed,25.7,,64.66,,Cash,Commercial,,Holiday,July,2023,,29.3
SESS000003,STN0086,Hyderabad Power Station,Hyderabad,Telangana,Residential,CHG00781,DC Fast,CHAdeMO,50.0,2-Wheeler,,17-11-2021 20:36:37,17/11/2021 21:49,73.0,12.64,9.0,Cancelled,-5.0,,107.57,8.51,Cash,Fleet,no,Weekday,November,2021,,36.2
SESS001395,STN0167,Chennai Power Station,Chennai,Tamil Nadu,Mall,CHG00158,DC Ultra Fast,GB/T,120.0,SUV,Kia EV6,24-07-2021 20:46:16,24-07-2021 21:51:16,65.0,24.72,0.0,completed,-5.0,150.0,506.02,20.47,upi,Individual,No,Holiday,July,2021,Rainy,32.4
SESS000774,STN0139,Noida Power Station,NOIDA,Uttar Pradesh,Residential,CHG00606,,CCS,60.0,SUV,Ola S1 Pro,21-11-2025 12:04:55,,75.0,26.69,0.0,Completed,17.7,,550.08,20.61,App,Commercial,No,Weekend,November,2025,Rainy,27.1
SESS001187,STN0006,Indore Fast Charge Center,indore,MADHYA PRADESH,Office,CHG00689,,,,Car,Kia EV6,2025-12-25 17:58:21,25/12/2025 19:14,76.0,31.93,25.0,Cancelled,,67.7,457.88,14.34,Wallet,,No,Holiday,December,2025,Cloudy,20.8
SESS000345,STN0047,Indore EV Hub,Indore,Madhya Pradesh,highway,CHG00552,DC fast,CHAdeMO,,2 Wheeler,Citroen eC3,23/01/2023 13:58,23/01/2023 13:59,1.0,11.98,20.0,completed,-5.0,,123.51,10.31,upi,Fleet,N,Holiday,January,2023,Humid,24.2
SESS001326,STN0072,Chennai Charge Point,Chennai,Tamil Nadu,Hotel,CHG00634,,CCS,60.0,2-Wheeler,Citroen eC3,23/11/2022 05:02,23-11-2022 05:43:42,41.0,8.67,40.0,completed,-5.0,,106.47,12.28,Wallet,Individual,yes,Holiday,November,2022,Cloudy,
SESS000151,STN0072,CHENNAI FAST CHARGE CENTER,  Chennai ,Tamil Nadu,Office,CHG00687,,CHAdeMO,50.0,Car,Bajaj Chetak,08/03/2022 18:20,08/03/2022 19:14,54.0,18.89,,completed,9.6,88.3,368.54,19.51,UPI,Fleet,,Weekend,March,2022,Rainy,29.6
SESS000462,STN0109,Kolkata Power Station,Kolkata,West Bengal,Office,CHG00520,,CHAdeMO,7.2,Car,Kia EV6,27-03-2023 03:58:19,27/03/2023 04:57,59.0,36.07,0.0,completed,,,538.53,14.93,Card,,,Weekend,March,2023,Humid,25.5
SESS001500,STN0194,Bengaluru Fast Charge Center,Bengaluru,Karnataka,,CHG00863,,ccs2,,Bus,TVS iQube,13-07-2023 15:18:58,13/07/2023 15:55,37.0,28.59,,Failed,105.0,150.0,444.57,,Cash,Commercial,N,Weekend,July,2023,Rainy,32.1
SESS001203,STN0241,Bengaluru Charge Point,Bengaluru,KARNATAKA,Highway,CHG00450,ac,GB/T,60.0,SUV,TVS iQube,29-07-2024 11:40:08,2024-07-29 12:37:08,57.0,12.97,0.0,COMPLETED,20.3,,281.06,21.67,App,Commercial,Y,Holiday,July,2024,Humid,41.3
SESS000200,STN0204,Indore Fast Charge Center,Indore,Madhya Pradesh,Office,CHG00685,DC fast,GB/T,30.0,,TVS iQube,15-04-2021 03:31:33,15-04-2021 03:49:33,18.0,,,Cancelled,,150.0,357.42,8.6,Cash,Fleet,Y,Weekday,April,2021,Foggy,30.5
SESS001557,STN0097,Bhopal Charge Point,Bhopal,Madhya Pradesh,Hotel,CHG00014,AC,GB/T,150.0,,BYD Atto 3,23-09-2022 05:05:42,2022-09-23 06:28:42,83.0,20.42,0.0,Failed,-5.0,,399.21,19.55,Cash,Fleet,,Weekend,September,2022,Foggy,28.2
SESS001719,STN0180,Patna Charge Point,Patna,Bihar,Hotel,CHG00489,ac,Type 2,120.0,2-Wheeler,Hyundai Kona,2022-02-02 17:05:10,02-02-2022 17:40:10,35.0,,0.0,Completed,29.1,,463.1,15.64,,Individual,No,Holiday,February,2022,Sunny,26.4
SESS001237,STN0209,Bengaluru Power Station,Bengaluru,Karnataka,Highway,CHG00575,DC fast,ccs2,7.2,3-Wheeler,Mahindra XUV400,15-05-2024 05:50:27,2024-05-15 06:18:27,28.0,10.58,25.0,Completed,36.6,95.8,214.46,20.27,Cash,Commercial,,Weekend,May,2024,Cloudy,17.8
SESS001779,STN0189,Bhopal Charge Point,Bhopal,Madhya Pradesh,Office,CHG00749,ac,GB/T,7.2,Bus,Tata Tiago EV,20-05-2021 22:51:08,2021-05-20 23:50:08,59.0,28.11,18.0,Failed,,150.0,566.42,,UPI,,N,Holiday,May,2021,Sunny,27.7
SESS000768,STN0212,Chandigarh EV Hub,Chandigarh,Punjab,Mall,CHG00510,DC fast,CCS,,Car,Kia EV6,08/05/2022 11:29,08/05/2022 12:48,79.0,36.88,,completed,-5.0,-15.0,401.62,10.89,Card,Fleet,N,Holiday,May,2022,Sunny,20.9
SESS001129,STN0158,Bengaluru Power Station,Bengaluru,Karnataka,Highway,CHG00665,DC Ultra Fast,Type 2,50.0,3-Wheeler,Bajaj Chetak,2021-03-07 12:53:53,2021-03-07 14:04:53,71.0,16.24,,completed,,150.0,143.89,8.86,UPI,Individual,Yes,Weekday,March,2021,Foggy,29.2
SESS000815,STN0064,Gurugram Power Station,Gurugram,Haryana,Parking,CHG00679,DC Fast,GB/T,7.2,Bus,BYD Atto 3,28-01-2023 21:38:19,,1.0,30.21,,Completed,39.6,150.0,607.22,20.1,upi,Commercial,No,Weekend,January,2023,Cloudy,27.8
SESS001951,STN0091,Bengaluru Fast Charge Center,Bengaluru,Karnataka,,CHG00337,,CCS,150.0,Bus,Citroen eC3,22/11/2023 15:32,22-11-2023 15:49:19,17.0,14.43,17.0,completed,105.0,98.0,296.68,20.56,,Fleet,No,Holiday,November,2023,Sunny,31.9
SESS001933,STN0138,MUMBAI EV HUB,Mumbai,Maharashtra,Hotel,CHG00210,AC,GB/T,120.0,Bus,Mahindra XUV400,31-01-2025 16:01:08,2025-01-31 16:34:08,,-35.47,0.0,completed,-5.0,,197.85,19.99,Wallet,Commercial,yes,Holiday,January,2025,Humid,32.0
SESS000439,STN0052,Indore Fast Charge Center,Indore,Madhya Pradesh,Mall,CHG00488,AC,ccs2,,Bus,Ola S1 Pro,16/01/2022 23:25,16/01/2022 23:32,7.0,18.4,,Completed,31.2,150.0,395.42,21.49,,Individual,N,Weekend,January,2022,Sunny,33.2
SESS000929,STN0248,Ahmedabad Charge Point,Ahmedabad,GUJARAT,,CHG00336,DC Fast,GB/T,,,Mahindra XUV400,2022-09-08 07:04:30,08/09/2022 07:40,36.0,7.33,29.0,COMPLETED,-5.0,73.7,84.88,11.58,App,Commercial,no,Weekend,September,2022,,30.8
SESS000389,STN0090,Bengaluru Power Station,Bengaluru,Karnataka,Mall,CHG00232,DC fast,Type 2,60.0,SUV,,2024-01-05 05:52:43,05-01-2024 06:14:43,22.0,5.96,0.0,Failed,105.0,,84.87,14.24,Wallet,Individual,no,Holiday,January,2024,Rainy,38.2
SESS000033,STN0134,Lucknow EV Hub,Lucknow,uttar pradesh,,CHG00810,DC Ultra Fast,CHAdeMO,60.0,Car,,2023-07-19 20:43:00,19-07-2023 20:53:00,10.0,-10.41,0.0,Cancelled,8.3,90.1,101.61,12.24,upi,,N,Holiday,July,2023,,22.6
SESS001847,STN0072,Kolkata Fast Charge Center,Kolkata,West Bengal,Hotel,CHG00509,DC Ultra Fast,CHAdeMO,,,Tata Tiago EV,21-04-2025 20:08:30,21-04-2025 20:22:30,14.0,17.27,,COMPLETED,-5.0,93.3,147.14,8.52,upi,Fleet,N,Weekday,April,2025,Sunny,19.8
SESS000959,STN0140,Kochi Charge Point,kochi,  Kerala ,Office,CHG00175,,GB/T,60.0,Car,Kia EV6,04/11/2022 15:39,2022-11-04 15:59:11,20.0,22.73,20.0,Cancelled,105.0,,483.24,21.26,Cash,,Y,Weekend,November,2022,Sunny,26.8
SESS001052,STN0208,Bhopal Power Station,Bhopal,Madhya Pradesh,Highway,CHG00171,DC Ultra Fast,CHAdeMO,7.2,3-Wheeler,TVS iQube,2021-09-23 05:51:14,23-09-2021 06:26:14,35.0,24.56,,Completed,105.0,,442.33,18.01,Wallet,,yes,Holiday,September,2021,Foggy,28.6
SESS001104,STN0062,Surat Fast Charge Center,Surat,Gujarat,Parking,CHG00602,DC fast,GB/T,60.0,SUV,,2024-03-08 12:37:26,2024-03-08 13:35:26,58.0,0.1,18.0,Cancelled,11.5,150.0,1.85,18.54,Card,,Yes,Holiday,March,2024,Sunny,30.3
SESS001663,STN0092,  Ahmedabad EV Hub ,Ahmedabad,Gujarat,Residential,CHG00473,AC,ccs2,150.0,Car,Bajaj Chetak,12/11/2021 07:47,12-11-2021 08:49:36,62.0,39.12,,Completed,-5.0,150.0,481.57,12.31,Wallet,Individual,No,Weekday,November,2021,Humid,32.6
SESS001350,STN0247,Hyderabad Power Station,Hyderabad,TELANGANA,Parking,CHG00335,ac,ccs2,7.2,2-Wheeler,TVS iQube,2024-04-30 06:56:07,2024-04-30 06:13:07,-43.0,42.37,,Completed,33.8,150.0,779.18,18.39,Wallet,Fleet,Y,Weekend,April,2024,Cloudy,24.7
SESS001784,STN0053,Chandigarh Charge Point,Chandigarh,Punjab,Residential,CHG00249,AC,Type 2,120.0,Car,Ola S1 Pro,13/09/2023 02:53,2023-09-13 03:34:09,41.0,32.99,,Failed,-5.0,150.0,322.97,9.79,App,,N,Weekday,September,2023,Rainy,32.8
SESS000590,STN0149,Lucknow Charge Point,Lucknow,Uttar Pradesh,Office,CHG00026,DC Ultra Fast,,30.0,2-Wheeler,TVS iQube,2024-07-10 10:20:02,,62.0,7.86,0.0,Cancelled,-5.0,150.0,71.13,9.05,UPI,Commercial,N,Weekend,July,2024,Sunny,
SESS000520,STN0111,Delhi EV Hub,Delhi,Delhi,Parking,CHG00826,DC Fast,Type 2,30.0,2 Wheeler,Kia EV6,19/06/2021 23:23,,,5.54,16.0,completed,-5.0,,45.54,8.22,,Commercial,N,Weekend,June,2021,Humid,31.7
SESS000447,STN0149,Delhi EV Hub,Delhi,Delhi,highway,CHG00254,DC fast,Type 2,60.0,Car,Mahindra XUV400,07/04/2023 16:35,07/04/2023 17:33,58.0,,,COMPLETED,105.0,,881.07,16.25,UPI,Commercial,Yes,Weekend,April,2023,Sunny,25.8
SESS001897,STN0074,Hyderabad Power Station,Hyderabad,Telangana,Hotel,CHG00563,,CCS,7.2,3-Wheeler,Kia EV6,27-11-2025 14:00:57,2025-11-27 14:22:57,22.0,0.1,,Failed,-5.0,150.0,1.33,,Card,Individual,Yes,Weekend,November,2025,,34.6
SESS000907,STN0059,Hyderabad Charge Point,Hyderabad,Telangana,Mall,CHG00493,DC Ultra Fast,CCS,,2-Wheeler,Tata Nexon EV,28-12-2021 13:58:00,28/12/2021 14:59,61.0,,2.0,Cancelled,-5.0,89.8,279.24,20.98,UPI,Fleet,N,Weekday,December,2021,Humid,35.9
SESS001788,STN0221,Mumbai Charge Point,Mumbai,MAHARASHTRA,Office,CHG00051,DC fast,CHAdeMO,22.0,Car,Tata Tiago EV,2023-11-18 22:57:46,19-11-2023 00:04:46,67.0,14.04,28.0,completed,105.0,150.0,246.54,17.56,Cash,Individual,,Weekday,November,2023,Sunny,35.0
SESS001065,STN0210,Noida Fast Charge Center,Noida,Uttar Pradesh,Highway,CHG00615,ac,,,2-Wheeler,,25-01-2021 17:56:48,2021-01-25 18:50:48,54.0,21.35,0.0,Failed,12.1,150.0,461.37,21.61,UPI,Commercial,Y,Holiday,January,2021,Sunny,21.6
SESS001659,STN0046,Gurugram Charge Point,Gurugram,Haryana,Residential,CHG00782,DC Fast,GB/T,50.0,2-Wheeler,BYD Atto 3,16/06/2024 19:42,16-06-2024 20:03:34,21.0,44.09,18.0,Cancelled,105.0,,839.91,19.05,Card,Individual,,Holiday,June,2024,Rainy,31.6
SESS001348,STN0166,Pune Fast Charge Center,Pune,Maharashtra,Office,CHG00583,ac,Type 2,150.0,Car,Hyundai Kona,2024-08-28 08:59:33,2024-08-28 10:57:33,118.0,8.74,,completed,105.0,150.0,120.44,13.78,Wallet,Commercial,Yes,Holiday,August,2024,Rainy,23.1
SESS001578,STN0068,Jaipur Power Station,Jaipur,RAJASTHAN,Hotel,CHG00121,DC Fast,CHAdeMO,150.0,3-Wheeler,TVS iQube,12/11/2023 21:43,12/11/2023 22:31,,9.4,15.0,COMPLETED,-5.0,150.0,89.11,9.48,Cash,Fleet,N,Weekday,November,2023,Cloudy,21.7
SESS001782,STN0123,Delhi Power Station,Delhi,Delhi,Mall,CHG00887,AC,Type 2,7.2,Bus,Ather 450X,2021-03-08 15:43:17,08/03/2021 17:00,77.0,0.1,16.0,completed,-5.0,91.4,2.08,20.82,Wallet,,no,Weekday,March,2021,Foggy,30.1
SESS001599,STN0125,Hyderabad Charge Point,Hyderabad,Telangana,Hotel,CHG00123,,CCS,150.0,2 Wheeler,Citroen eC3,06/07/2023 07:59,06/07/2023 09:05,66.0,5.87,,Completed,105.0,,79.3,13.51,Wallet,Individual,Yes,Weekday,July,2023,,29.0
SESS000566,STN0134,Ahmedabad Power Station,Ahmedabad,Gujarat,,CHG00853,ac,,150.0,Bus,,28/07/2025 05:16,2025-07-28 05:39:49,23.0,0.1,0.0,Cancelled,6.7,,1.26,12.63,UPI,,Y,Weekday,July,2025,Rainy,25.1
SESS000108,STN0059,surat Charge Point,surat,Gujarat,Mall,CHG00366,DC Ultra Fast,Type 2,150.0,SUV,Hyundai Kona,2024-11-17 22:28:34,17/11/2024 23:00,32.0,8.94,,Cancelled,,70.5,148.14,16.57,Cash,Fleet,Yes,Holiday,November,2024,Cloudy,28.1
SESS001927,STN0001,Bhopal EV Hub,Bhopal,Madhya Pradesh,Highway,CHG00468,,CCS,3.3,2 Wheeler,Hyundai Kona,01/08/2023 17:36,01-08-2023 18:17:49,41.0,35.97,,completed,-5.0,,510.05,14.18,App,Individual,yes,Holiday,August,2023,Foggy,28.3
SESS001366,STN0196,Bhopal Power Station,Bhopal,Madhya Pradesh,Office,CHG00896,DC Ultra Fast,CHAdeMO,30.0,,Citroen eC3,2022-05-18 01:26:08,18-05-2022 02:32:08,66.0,30.73,0.0,completed,105.0,92.7,413.63,13.46,Cash,,yes,Weekend,May,2022,Cloudy,21.6
SESS001555,STN0091,Gurugram Charge Point,Gurugram,Haryana,,CHG00169,DC Ultra Fast,CCS,22.0,3-Wheeler,Citroen eC3,2023-10-04 22:16:03,04-10-2023 22:26:03,10.0,19.76,,Cancelled,38.1,,307.66,15.57,Cash,,Yes,Weekend,October,2023,Cloudy,13.9
SESS001677,STN0036,  Hyderabad Fast Charge Center ,Hyderabad,telangana,Mall,CHG00473,DC fast,,120.0,Car,TVS iQube,2021-04-16 16:34:27,16/04/2021 16:35,1.0,18.24,21.0,COMPLETED,-5.0,150.0,326.31,17.89,Wallet,,No,Holiday,April,2021,Humid,25.8
SESS000022,STN0102,Bhopal Fast Charge Center,bhopal,madhya pradesh,Residential,CHG00501,DC Fast,CHAdeMO,50.0,2-Wheeler,Mahindra XUV400,2025-10-24 14:39:47,24/10/2025 15:11,32.0,5.02,5.0,COMPLETED,105.0,73.0,104.72,20.86,Wallet,,yes,Weekend,October,2025,Foggy,34.6
SESS001440,STN0060,Jaipur Charge Point,Jaipur,Rajasthan,Parking,CHG00150,DC fast,GB/T,50.0,2-Wheeler,,31-10-2024 21:59:20,2024-10-31 22:42:20,43.0,29.14,,COMPLETED,-5.0,150.0,,19.09,Cash,Fleet,Yes,Weekday,October,2024,Cloudy,30.7
SESS001957,STN0051,mumbai ev hub,Mumbai,Maharashtra,Mall,CHG00832,DC Ultra Fast,CCS,22.0,SUV,Mahindra XUV400,11-02-2022 05:23:05,2022-02-11 05:49:05,26.0,0.1,0.0,Failed,105.0,70.0,1.66,16.58,,,N,Holiday,February,2022,Sunny,17.6
SESS001069,STN0198,Chandigarh EV Hub,Chandigarh,PUNJAB,,CHG00150,DC fast,,3.3,,,23/12/2021 09:20,2021-12-23 10:39:07,79.0,31.99,,COMPLETED,25.0,,608.45,19.02,Cash,Fleet,Yes,Weekend,December,2021,Sunny,22.4
SESS001736,STN0030,Patna Fast Charge Center,Patna,Bihar,Highway,CHG00820,,CHAdeMO,60.0,Bus,Bajaj Chetak,03/05/2022 06:01,03/05/2022 07:25,84.0,0.1,27.0,Cancelled,-5.0,64.9,1.27,12.72,,,,Weekend,May,2022,Rainy,35.5
SESS001305,STN0134,Lucknow Charge Point,Lucknow,Uttar Pradesh,Mall,CHG00437,DC Fast,GB/T,120.0,Car,Tata Nexon EV,18/07/2023 10:24,2023-07-18 11:14:26,50.0,12.04,,completed,-5.0,93.1,123.29,,Cash,Individual,N,Weekend,July,2023,Humid,17.1
SESS001421,STN0135,Kochi Fast Charge Center,Kochi,  Kerala ,Parking,CHG00072,,CHAdeMO,,3-Wheeler,Citroen eC3,08-03-2022 21:12:36,08/03/2022 21:31,19.0,,,Failed,-5.0,88.4,180.57,8.86,Cash,Fleet,Yes,Weekend,March,2022,Sunny,27.9
SESS001215,STN0140,Gurugram EV Hub,Gurugram,Haryana,,CHG00897,DC fast,,60.0,Car,Tata Tiago EV,2025-02-13 20:29:19,13/02/2025 21:00,31.0,37.15,0.0,Cancelled,14.6,150.0,611.12,16.45,Wallet,Individual,Y,Weekday,February,2025,Humid,27.5
SESS000807,STN0154,Patna Charge Point,Patna,Bihar,highway,CHG00540,,CCS,3.3,Bus,Ola S1 Pro,20-09-2023 21:00:20,20/09/2023 21:27,27.0,35.99,,COMPLETED,105.0,150.0,681.29,18.93,upi,Commercial,Y,Weekend,September,2023,,
SESS000139,STN0087,chennai Power Station,chennai,Tamil Nadu,Residential,CHG00684,ac,Type 2,,,Tata Nexon EV,2025-01-27 05:19:09,2025-01-27 06:21:09,62.0,13.3,0.0,COMPLETED,105.0,,172.24,12.95,,Individual,,Weekday,January,2025,,31.7
SESS000062,STN0070,Kolkata EV Hub,Kolkata,West Bengal,Hotel,CHG00205,AC,CCS,3.3,Bus,Hyundai Kona,14/03/2022 01:55,14-03-2022 02:37:41,42.0,,13.0,Completed,,84.4,596.22,19.44,Cash,Individual,,Holiday,March,2022,Humid,24.4
SESS000385,STN0093,Chandigarh Charge Point,Chandigarh,PUNJAB,Hotel,CHG00810,AC,GB/T,30.0,Car,Citroen eC3,19/06/2021 07:18,19-06-2021 08:07:17,49.0,20.13,,completed,105.0,,271.75,13.5,,Fleet,Yes,Weekend,June,2021,Rainy,27.4
SESS000733,STN0178,Mumbai Power Station,Mumbai,Maharashtra,highway,CHG00557,DC fast,,150.0,Car,Ather 450X,22-10-2022 17:49:37,2022-10-22 18:43:37,54.0,25.81,0.0,Failed,-5.0,150.0,504.33,19.54,UPI,,no,Holiday,October,2022,Humid,21.3
SESS001741,STN0181,Bhopal Fast Charge Center,Bhopal,Madhya Pradesh,Office,CHG00145,ac,,3.3,Car,Ola S1 Pro,2023-04-15 13:42:46,15/04/2023 14:21,39.0,25.37,,completed,,150.0,385.37,15.19,Card,Commercial,no,Holiday,April,2023,Foggy,16.8
SESS001075,STN0034,Chandigarh Charge Point,Chandigarh,Punjab,highway,CHG00113,AC,CCS,60.0,2-Wheeler,TVS iQube,2025-06-24 22:50:58,,32.0,13.31,,completed,105.0,62.8,157.19,11.81,Wallet,,Yes,Weekday,June,2025,,23.9
SESS001238,STN0057,Lucknow Fast Charge Center,LUCKNOW,Uttar Pradesh,Office,CHG00204,,CCS,150.0,2 Wheeler,Hyundai Kona,2024-04-27 17:37:27,27/04/2024 18:24,47.0,20.31,,Completed,,150.0,338.97,16.69,App,Commercial,No,Weekend,April,2024,Humid,34.9
SESS000199,STN0227,Ahmedabad Fast Charge Center,Ahmedabad,Gujarat,highway,CHG00294,,GB/T,30.0,2 Wheeler,MG ZS EV,11-06-2023 22:30:44,11-06-2023 23:32:44,62.0,45.92,,Completed,,,557.01,12.13,,Individual,yes,Weekday,June,2023,Cloudy,30.4
SESS001618,STN0054,Patna Fast Charge Center,Patna,Bihar,Highway,CHG00349,DC fast,ccs2,22.0,Car,Tata Nexon EV,22-04-2021 13:16:02,22/04/2021 13:48,32.0,32.31,0.0,Failed,105.0,150.0,355.09,10.99,App,Commercial,Y,Weekend,April,2021,Sunny,27.8
SESS001947,STN0002,Patna EV Hub,Patna,  Bihar ,Residential,CHG00874,DC Fast,GB/T,22.0,,Citroen eC3,2021-09-12 00:18:39,12-09-2021 01:25:39,67.0,0.1,15.0,Completed,105.0,61.2,1.72,17.17,App,Individual,No,Weekend,September,2021,Rainy,30.0
SESS001656,STN0131,Bhopal Fast Charge Center,Bhopal,Madhya Pradesh,Office,CHG00846,ac,GB/T,7.2,,Ather 450X,04-08-2024 16:25:05,04-08-2024 16:26:05,1.0,9.48,15.0,Completed,105.0,,186.28,,Card,Commercial,Y,Weekday,August,2024,Rainy,29.5
SESS000835,STN0144,Bhopal Fast Charge Center,Bhopal,MADHYA PRADESH,Parking,CHG00253,DC fast,CCS,120.0,3-Wheeler,Hyundai Kona,28/03/2025 12:18,2025-03-28 12:26:18,8.0,26.08,0.0,Completed,105.0,,429.28,16.46,Cash,Individual,no,Holiday,March,2025,Sunny,30.6
SESS000404,STN0216,Kolkata Fast Charge Center,Kolkata,West Bengal,Highway,CHG00411,DC Ultra Fast,GB/T,120.0,Car,Ola S1 Pro,2023-04-18 07:16:44,2023-04-18 07:39:44,23.0,9.25,2.0,Failed,,71.5,82.42,8.91,App,Commercial,yes,Weekday,April,2023,Foggy,42.9
SESS000344,STN0073,Chennai Power Station,Chennai,Tamil Nadu,highway,CHG00214,DC Ultra Fast,GB/T,120.0,,BYD Atto 3,23/09/2023 18:06,23/09/2023 18:23,17.0,21.62,0.0,COMPLETED,105.0,150.0,413.81,19.14,,Individual,N,Holiday,September,2023,,21.8
SESS000875,STN0073,Noida Fast Charge Center,Noida,Uttar Pradesh,Hotel,CHG00243,DC fast,CHAdeMO,,3-Wheeler,Citroen eC3,2022-02-26 03:31:19,26/02/2022 04:13,42.0,44.2,,Completed,,,530.4,12.0,,Individual,Y,Weekend,February,2022,,26.0
SESS000670,STN0208,Gurugram EV Hub,Gurugram,Haryana,highway,CHG00746,ac,,120.0,Car,Kia EV6,15/08/2024 02:09,15-08-2024 03:23:38,74.0,16.98,0.0,Cancelled,21.0,,355.9,20.96,Wallet,Individual,Yes,Holiday,August,2024,,29.6
SESS001955,STN0126,Gurugram EV Hub,Gurugram,Haryana,Mall,CHG00245,DC fast,,30.0,Bus,TVS iQube,05/04/2023 08:25,2023-04-05 09:09:20,44.0,16.28,0.0,COMPLETED,-5.0,97.0,193.08,,Wallet,,Y,Weekend,April,2023,Humid,31.4
